Autophagy_related_gene_symbol	ID	Correlation_coefficient	P-value	Host_gene of circRNA	CircRNA_chromosomal_position (hg19)	Mean_expression	Log2FoldChange	FDR	Change	circbaseID
SESN2	circ_2589	0.495076783	2.83E-10	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ARNT	circ_2589	0.321607963	8.47E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
BIRC6	circ_2589	0.359105111	9.87E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CFLAR	circ_2589	0.335270015	4.00E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG9A	circ_2589	0.392703237	1.13E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG16L1	circ_2589	0.442597733	2.78E-08	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CAPN10	circ_2589	0.618029956	1.55E-16	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG4B	circ_2589	0.552604306	6.93E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MTMR14	circ_2589	0.558394354	3.54E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG7	circ_2589	0.439967705	3.44E-08	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RAF1	circ_2589	0.314877357	0.000121122	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RAB7A	circ_2589	-0.347733107	1.95E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
EIF4G1	circ_2589	0.46178528	5.68E-09	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
BNIP1	circ_2589	0.521251083	2.11E-11	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RAB24	circ_2589	0.438391664	3.89E-08	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
SQSTM1	circ_2589	0.508304712	7.83E-11	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RACK1	circ_2589	0.384756805	1.92E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
HSP90AB1	circ_2589	0.388718334	1.47E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
WIPI2	circ_2589	0.301056507	0.000245765	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RHEB	circ_2589	-0.310144545	0.000154939	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
HDAC6	circ_2589	0.553274476	6.41E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
WDR45	circ_2589	0.418663822	1.77E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CTSB	circ_2589	0.309355457	0.000161367	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
IKBKB	circ_2589	0.314640129	0.000122639	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MYC	circ_2589	0.356296155	1.17E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
TUSC1	circ_2589	0.319835341	9.32E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
TSC1	circ_2589	0.324759101	7.15E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CTSD	circ_2589	0.554776371	5.39E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MAPK8IP1	circ_2589	0.369190666	5.27E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
AMBRA1	circ_2589	0.477855098	1.39E-09	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG13	circ_2589	0.503551738	1.25E-10	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG2A	circ_2589	0.597716232	2.59E-15	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CAPN1	circ_2589	0.555677456	4.86E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RELA	circ_2589	0.504674293	1.12E-10	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
FADD	circ_2589	0.497933337	2.15E-10	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG16L2	circ_2589	0.503110685	1.31E-10	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
GAPDH	circ_2589	0.302525787	0.000228332	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ULK1	circ_2589	0.526716048	1.19E-11	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
LAMP1	circ_2589	0.557744475	3.82E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
TM9SF1	circ_2589	0.366839373	6.11E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG14	circ_2589	0.388490545	1.50E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
DAPK2	circ_2589	0.352962149	1.43E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ULK3	circ_2589	0.508184037	7.92E-11	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
TSC2	circ_2589	0.553801354	6.04E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MLST8	circ_2589	0.656607482	4.07E-19	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MAPK3	circ_2589	0.448804119	1.68E-08	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CX3CL1	circ_2589	0.318678876	9.91E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
PELP1	circ_2589	0.605772646	8.69E-16	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
GABARAP	circ_2589	0.352157782	1.50E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
TP53	circ_2589	0.437212059	4.27E-08	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
BECN1	circ_2589	0.371831942	4.46E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
CALCOCO2	circ_2589	0.419559638	1.66E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ITGA3	circ_2589	0.395840136	9.07E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ERN1	circ_2589	0.321785922	8.39E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ITGB4	circ_2589	0.318668485	9.91E-05	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
GAA	circ_2589	0.521723088	2.01E-11	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RPTOR	circ_2589	0.535487796	4.67E-12	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
HGS	circ_2589	0.612751709	3.29E-16	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
P4HB	circ_2589	0.381119323	2.44E-06	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
WDR45B	circ_2589	0.316005409	0.000114149	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
BCL2L1	circ_2589	0.459584558	6.85E-09	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MAP1LC3A	circ_2589	0.402905356	5.54E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
RGS19	circ_2589	0.424069857	1.18E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
STK11	circ_2589	0.59427762	4.09E-15	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
EEF2	circ_2589	0.401686445	6.04E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
MAP2K7	circ_2589	0.635853116	1.11E-17	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATG4D	circ_2589	0.619619747	1.24E-16	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
SIRT2	circ_2589	0.557296029	4.03E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
BAX	circ_2589	0.566119487	1.42E-13	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
BID	circ_2589	0.430782243	7.06E-08	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ATF4	circ_2589	0.423911375	1.19E-07	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
ARSA	circ_2589	0.522391931	1.87E-11	PLEKHM2	chr1:16044387-16047883	0.741303499	-1.194271055	0.013908947	Down	hsa_circ_0000021
PEX14	circ_3296	0.495989952	2.59E-10	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
SESN2	circ_3296	0.431733386	6.56E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
DIRAS3	circ_3296	0.404773213	4.85E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ARNT	circ_3296	0.34644143	2.10E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
BIRC6	circ_3296	0.35289485	1.44E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CFLAR	circ_3296	0.434723603	5.20E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG9A	circ_3296	0.384099659	2.01E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG16L1	circ_3296	0.342934468	2.58E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CAPN10	circ_3296	0.4121575	2.85E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG4B	circ_3296	0.426412669	9.87E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
MTMR14	circ_3296	0.402432301	5.73E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG7	circ_3296	0.394380002	1.00E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
EIF4G1	circ_3296	0.335932993	3.85E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
TP63	circ_3296	0.366858271	6.11E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
NAF1	circ_3296	0.343610061	2.48E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
BNIP1	circ_3296	0.379148787	2.78E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
SQSTM1	circ_3296	0.347950223	1.93E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
VEGFA	circ_3296	0.381878002	2.33E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
EGFR	circ_3296	0.321010571	8.75E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
HDAC6	circ_3296	0.457202273	8.38E-09	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CTSB	circ_3296	0.363276163	7.63E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
TSC1	circ_3296	0.313054633	0.000133236	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
AMBRA1	circ_3296	0.4200412	1.60E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG13	circ_3296	0.300732877	0.000249767	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG2A	circ_3296	0.417882921	1.87E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CAPN1	circ_3296	0.413835033	2.53E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
RELA	circ_3296	0.438823945	3.76E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG16L2	circ_3296	0.416742919	2.04E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CASP4	circ_3296	0.341142841	2.86E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
GABARAPL1	circ_3296	0.503286742	1.28E-10	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CDKN1B	circ_3296	0.385944201	1.78E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
HSPB8	circ_3296	0.312989168	0.000133691	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ULK1	circ_3296	0.39563937	9.20E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG14	circ_3296	0.342015249	2.72E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
FOS	circ_3296	0.318927428	9.78E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
TSC2	circ_3296	0.345322323	2.25E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
MLST8	circ_3296	0.320942663	8.78E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
EEF2K	circ_3296	0.349503097	1.76E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
MAPK3	circ_3296	0.403925798	5.15E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CX3CL1	circ_3296	0.389353064	1.41E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
USP10	circ_3296	0.353825709	1.36E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
PELP1	circ_3296	0.407633259	3.96E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
CALCOCO2	circ_3296	0.471142272	2.53E-09	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ITGA3	circ_3296	0.431760754	6.55E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
VMP1	circ_3296	0.315432338	0.000117643	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ITGB4	circ_3296	0.448310657	1.75E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
RPTOR	circ_3296	0.432699398	6.09E-08	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
HGS	circ_3296	0.475311144	1.75E-09	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
MAP1LC3A	circ_3296	0.328577114	5.80E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
TP53INP2	circ_3296	0.408516196	3.71E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
STK11	circ_3296	0.351047612	1.60E-05	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
MAP2K7	circ_3296	0.415675881	2.21E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATG4D	circ_3296	0.371278092	4.62E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
SIRT2	circ_3296	0.369357145	5.22E-06	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
PPP1R15A	circ_3296	0.409442598	3.47E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ATF4	circ_3296	0.424645216	1.13E-07	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
ARSA	circ_3296	0.306888026	0.000183106	PUM1	chr1:31465236-31468067	1.066312209	-1.22038763	0.024027683	Down	hsa_circ_0000043
VAMP3	circ_84893	0.418812318	1.75E-07	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
PEX14	circ_84893	0.324265123	7.34E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
DIRAS3	circ_84893	0.427137764	9.34E-08	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
SH3GLB1	circ_84893	0.349635437	1.74E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
CHMP2B	circ_84893	0.331216287	5.01E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
TP63	circ_84893	0.417444646	1.94E-07	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
PEX3	circ_84893	0.366566035	6.22E-06	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
EGFR	circ_84893	0.391228308	1.24E-06	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
CTSB	circ_84893	0.406792424	4.20E-07	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
BNIP3L	circ_84893	0.345699542	2.20E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
PTEN	circ_84893	0.324425475	7.28E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
CASP1	circ_84893	0.344133913	2.41E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
GABARAPL1	circ_84893	0.469856108	2.83E-09	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
CDKN1B	circ_84893	0.369918457	5.04E-06	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
HSPB8	circ_84893	0.514763374	4.10E-11	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
FOXO1	circ_84893	0.444094082	2.47E-08	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
EEF2K	circ_84893	0.314682196	0.000122368	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
CX3CL1	circ_84893	0.392727713	1.12E-06	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
USP10	circ_84893	0.308155415	0.000171621	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
MAP1LC3B	circ_84893	0.402570454	5.67E-07	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
CALCOCO2	circ_84893	0.313650867	0.000129154	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
ITGA3	circ_84893	0.396950465	8.40E-07	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
PRKAR1A	circ_84893	0.33611427	3.81E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
ITGB4	circ_84893	0.390960694	1.27E-06	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
TP53INP2	circ_84893	0.36380921	7.39E-06	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
MAPK1	circ_84893	0.345005026	2.29E-05	PTP4A2	chr1:32381495-32385259	2.562593265	-2.405542567	0.00122179	Down	hsa_circ_0007364
BNIP3L	circ_48948	0.328375616	5.87E-05	ZCCHC11	chr1:52959282-52975384	1.430640868	-2.285791027	7.73E-06	Down	hsa_circ_0003632
ATG13	circ_48948	-0.327353523	6.20E-05	ZCCHC11	chr1:52959282-52975384	1.430640868	-2.285791027	7.73E-06	Down	hsa_circ_0003632
CAMKK2	circ_48948	-0.325228821	6.97E-05	ZCCHC11	chr1:52959282-52975384	1.430640868	-2.285791027	7.73E-06	Down	hsa_circ_0003632
FOXO1	circ_48948	0.307146225	0.00018071	ZCCHC11	chr1:52959282-52975384	1.430640868	-2.285791027	7.73E-06	Down	hsa_circ_0003632
P4HB	circ_48948	-0.309342968	0.000161471	ZCCHC11	chr1:52959282-52975384	1.430640868	-2.285791027	7.73E-06	Down	hsa_circ_0003632
DIRAS3	circ_17781	0.310905823	0.000148964	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
CFLAR	circ_17781	0.337597428	3.50E-05	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
EDEM1	circ_17781	-0.302493587	0.000228702	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
TP63	circ_17781	0.346770261	2.06E-05	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
CANX	circ_17781	-0.355195859	1.25E-05	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
HSPA5	circ_17781	-0.335955149	3.84E-05	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
HSPB8	circ_17781	0.387364249	1.61E-06	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
FOXO1	circ_17781	0.386424528	1.72E-06	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
FOS	circ_17781	0.301382372	0.000241795	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
ITGB4	circ_17781	0.35082545	1.62E-05	FGGY	chr1:59805629-59844509	2.047104964	-1.331913817	2.59E-05	Down	hsa_circ_0006633
ATG4B	circ_15476	-0.303100482	0.000221832	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
RAB24	circ_15476	-0.359721151	9.50E-06	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
RACK1	circ_15476	-0.322219426	8.20E-05	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
GAPDH	circ_15476	-0.314787681	0.000121694	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
ULK3	circ_15476	-0.318673314	9.91E-05	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
MLST8	circ_15476	-0.3173827	0.000106143	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
HGS	circ_15476	-0.331493859	4.94E-05	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
MAP2K7	circ_15476	-0.308043424	0.000172608	ZZZ3	chr1:78097534-78107340	1.305154302	-1.49240024	0.003560569	Down	hsa_circ_0114166
DNAJB9	circ_123336	0.338626196	3.30E-05	FAM73A	chr1:78267015-78280916	1.27231726	-3.249064525	0.00730615	Down	hsa_circ_0002570
FKBP1A	circ_123336	0.47772724	1.41E-09	FAM73A	chr1:78267015-78280916	1.27231726	-3.249064525	0.00730615	Down	hsa_circ_0002570
CTSB	circ_85070	0.321346846	8.59E-05	RPAP2	chr1:92798947-92846430	2.229976246	-1.60120309	3.71E-05	Down	hsa_circ_0000091
